Código,NOMBRE DE LUGAR POBLADO,C1,C2
120307009,TEBUJO,193,648
120307017,BAJOS DE CACICÓN (P),4,26
120307020,TEBUJO ABAJO,93,325
120307021,MARENDE O SALITRE O CONGO,4,16
120307022,CABECERA DE FONSECA,1,6
120307023,BAJO MACHO,28,101
120307024,BAJOS DE FONSECA,46,177
120307025,CERRO BOBA,12,57
120307026,SABANA GRANDE,6,40
120307029,PERICO,33,160
120307031,BAJO MARACA,12,37
120307032,LOS GALLARDOS,42,117
120307033,QUEBRADA MAQUENCO,9,17
120308002,ALTO ALGARROBO (P),26,47
120308004,BAJO SIMET,9,37
120308005,CERRO BALSA O CRUNOUDI,38,139
120308007,CERRO BUJO,9,36
120308008,CERRO CABALLO (P),10,35
120308009,CERRO CABUYA,36,165
120308010,CERRO GALINDO (P),25,143
120308011,CERRO IGLESIA (P),6,27
120308012,CERRO MAÍZ,120,531
120308013,CERRO REDONDO (P),29,70
120308014,CERRO VACA O HIBRAUDI,152,530
120308015,GUABAL O QUARIRI,19,70
120308016,LA CHANGOSA O NUDRIGOT,13,40
120308017,LA LAJITA,20,67
120308018,LOS SANTOS O CLEBADE,59,208
120308019,LLANO MOSCA,10,38
120308020,MACANO O CERRO MOSCA O MIGUIAYA,53,183
120308021,QUEBRADA ALGARROBO,4,12
120308022,QUEBRADA ARENA No.2,3,9
120308023,QUEBRADA FLECHA (P),8,20
120308024,QUEBRADA PUERCO,4,25
120308025,ALTO GUAYABO O MIYARIDI (P),7,25
120308026,CAÑAVERAL,12,41
120308027,CERRO MANGLE (P),8,32
120309001,ALTO AGUACATE,19,65
120309002,AGUA SALUD O ÑURRUNDE,50,150
120309004,ALTO CIÉNEGA (P),88,431
120309007,CERRO GATO DE CAÑA,14,59
120309009,CERRO MIEL,105,388
120309014,PEÑA BLANCA O KINGUIMBADA,151,669
120309015,QUEBRADA CHICHA,15,81
120309018,GUAYABAL O ALTO GUAYABAL,32,177
120309022,LLANO GRANDE,45,237
120309024,QUEBRADA CASA,10,38
120309025,QUEBRADA MACHO O JIRORIGODE,5,10
120309026,CERRO FLORES O SOBLEIDI,4,28
120309027,RÍO REY,3,26
120309028,CERRO PUERCO,31,94
120309029,GAVILÁN,19,80
120309030,PIEDRA GRANDE,4,18
120309031,LLANO LIMÓN,3,19
120309034,LLANO VENADO,26,109
120309035,ALTO VENADO O BURABADI O CERRO VENADO,60,149
120309037,CIÉNEGA MONO,14,52
120309038,BAJO AGUACATE,19,70
120309039,ALTO CAPACHO,4,5
120309040,ALTO CIÉNEGA MONO,11,46
120309041,ALTO MONO,4,0
120309042,BAJO CAPACHO,4,7
120309043,BAJO GUAYABAL,28,135
120309047,CIMA DE CERRO VENADO,9,18
120309048,GITDERI,11,49
120309050,LLANO AGUACATE,6,18
120309051,LLANO AVIÓN,5,19
120309054,UNINDA,10,30
120309055,ALTO CULEBRA,7,14
120309056,BIROTAL,3,14
120309057,FRIJOLES O NUMALIN,20,108
120309058,HIGUERÓN,6,40
120309059,SALITRE No.2,8,29
120309060,CERRO COCO (P),4,13
120309061,COROTÚ,2,11
120309062,SIMGLIMBADA,10,36
120309063,QUEBRADA CABALLO,3,20
120310001,ALTO ALU,1,4
120310002,ALTO BAÑO,1,12
120310003,ALTO CIÉNEGA (P),13,72
120310004,ALTO CONEJO,58,274
120310005,BAJO GAGO,16,62
120310006,BAJO MONO,5,38
120310007,BARRANCO,15,83
120310009,CABECERA DE QUEBRADA GUACAMAYA,8,18
120310010,CALABAZO,15,50
120310011,CERRO AGUACATE,13,66
120310012,CERRO AMARGO,6,5
120310013,CERRO BOBA,11,38
120310014,CERRO CONCHA,8,48
120310015,CERRO GUARUMO,1,0
120310016,CERRO OREJA,2,1
120310017,CERRO BASTÓN,6,32
120310018,CONEJITO,59,230
120310019,COROTÚ,7,26
120310020,CRISTO REY,10,37
120310021,EL KREMLIN,4,14
120310023,GUACAMAYA,24,135
120310025,JAVILLA,34,179
120310026,JOKLÄTE O ALTO LLANO,7,41
120310028,KURODUGOTE,2,10
120310029,LLANO BONITO,34,160
120310030,LLANO CABALLO,5,22
120310032,LLANO CARRIZO,4,21
120310033,LLANO CIRUELA,10,72
120310034,LLANO DE IGUANA,3,14
120310035,LLANO JOBO,8,25
120310036,LLANO JUJULÍ O JUGLIKÄTE,2,4
120310037,LLANO LODO,23,92
120310038,LLANO LÓPEZ,11,98
120310039,LLANO MAJAGUA,44,126
120310040,LLANO ÑOPO,101,365
120310041,LLANO PIÑUELA,10,52
120310042,LLANO PITA,3,9
120310043,LLANO REY,34,123
120310044,LLANO SONSO O VISTA ALEGRE,35,147
120310045,LLANO YEGUA,26,106
120310046,PIEDRA PINTADA No.1,3,0
120310047,PIEDRA PINTADA No.2,9,46
120310049,QUEBRADA TIGLA,3,20
120310050,QUEBRADA TRISTE,3,17
120310051,ALTO JAVILLA,16,64
120310052,BAJO BAÑO,3,6
120310053,CERRO GAGO,13,52
120310054,LLANO ESPAVÉ,5,17
120310055,LLANO GAGO,2,9
120310056,QUEBRADA SARDINA,9,44
120310057,SITIO CAÑA,2,5
120310058,CABECERA DE QUEBRADA CAMA,4,13
120310059,KIKIRIA,1,0
120311004,BAJO MONO O NOMIGUIA,3,15
120311006,BUENOS AIRES,39,154
120311016,CERRO NANCE,59,229
120311017,CERRO PAPAYA,23,84
120311033,LLANO JEJÉN,38,120
120311037,PEDREGAL,5,18
120311038,PIE DE CERRO BANCO (P),4,2
120311040,QUEBRADA BUENOS AIRES,31,114
120311043,QUEBRADA PERICO,33,93
120311049,SITIO PRADO (P),107,405
120311051,CERRO MOSQUITO,47,136
120311077,ALTO ALGARROBO,56,208
120311079,LLANO ZORRA,4,20
120311080,QUEBRADA NANCE O NANCE,5,18
120311081,ALTO ARENA O LLANO ARENA,4,22
120311082,ALTO AJÍ,9,40
120311084,BUENA VISTA,32,107
120311085,BAJO MOSQUITO,58,284
120311086,SALITRE,9,20
120311096,LLANO SINA O LLANO BANCO,34,112
120311103,ALTO LLANO VENADO,7,19
120311105,CERRO JOBO,35,110
120311109,DUBARI,7,25
120311110,DUGAGUIA O DUVARIGUIA,2,7
120311113,OJO DE AGUA,6,34
120311115,PIEDRA GRANDE,1,5
120311116,QUEBRADA CARAÑA,9,38
120311118,ALTO COBRE,8,42
120311120,LLANO BALSA,6,29
120311121,LLANO GATO,9,32
120311122,MÉXICO,25,99
120311123,ALTO PERICO,14,55
120311124,CERRO CABUYA,13,71
120312001,BAJO CERRO ÑAME,31,133
120312002,BARRIADA FONSECA O LA PALMA,16,46
120312003,CABECERA DE QUEBRADA CARRIZO,27,143
120312004,CABECERA DE QUEBRADA PLATA,14,58
120312005,EL CASTILLO,14,59
120312006,EL SALITRE,43,168
120312007,GUAYACÁN,20,71
120312008,GUAYABAL (P),17,43
120312009,PALMA GIRA,68,258
120312010,QUEBRADA ARENAS,134,693
120312011,QUEBRADA CARRIZO,61,317
120312012,QUEBRADA FRIJOLES,26,145
120312013,QUEBRADA LORO (P),8,28
120312015,QUEBRADA DE PLATA,22,60
120312016,CERRO GAVILÁN,6,25
120312017,CERRO ÑAME,6,20
120312018,COMUNIDAD TUGRI,29,124
120312019,BAJOS DE CACICÓN (P),6,61
120312020,CERRO CACICÓN (P),7,45
120313001,ALTO ARENA,31,110
120313002,BAJO HONDO O QUEBRADA ARENA,8,27
120313003,CALABACITO DE MIRANDA,25,42
120313004,CERRO ALGODÓN (P),270,846
120313005,CERRO GRANDE,36,112
120313006,CERRO TIJERA,137,464
120313007,CHUZO O PEDREGOSO,26,64
120313008,HORCÓN,23,28
120313009,LAS LAJITAS (P),17,59
120313010,LLANO MESA,5,21
120313011,LLANO MIRANDA,42,121
120313012,LLANO PALMA,116,352
120313013,QUEBRADA ARENA (P),9,28
120313014,QUEBRADA CAMA,17,30
120313015,QUEBRADA CAÑITA,17,42
120313016,TORTUGA,19,100
120313017,BOCA DE QUEBRADA ARENA O BAJO ARENA,30,75
120314001,BAJO COMÚN,39,144
120314003,CERRO CONGO,37,166
120314004,CERRO GAVILÁN,178,682
120314005,CERRO IGUANA,15,35
120314006,CERRO MAJAGUA,5,22
120314007,QUEBRADA CARACOL,15,48
120314009,LLANO ESPALDA,6,6
120314010,LLANO TUGRÍ,337,886
120314012,SALITRE,88,412
120314013,BAJO CONGO,3,32
120314014,BAJO LLANO TUGRÍ,13,47
120314015,LAJERO,27,116
120315001,ALTO SALDAÑA,162,627
120315002,CABECERA DE PITA,61,142
120315003,CERRO CACICÓN (P),19,75
120315004,CERRO MOSQUITO O SKORIA,205,706
120315005,CERRO ÑAME DE QUEBRADA PITA,46,165
120315006,GUAYABAL (P),73,220
120315007,LLANO IGUANA,12,60
120316001,ALTO CRUZ,17,65
120316002,ALTO HIGUERÓN,41,136
120316003,BAJO HIGUERÓN,20,95
120316004,CALABAZO,7,26
120316005,CERRO CHUZO (P),19,94
120316006,CERRO GRANDE,71,246
120316007,CERRO TETA,50,168
120316008,EL PIRAL,14,55
120316009,GAVILÁN O JIROGUIAUDI,19,47
120316011,LLANO LARGO No.1,65,269
120316012,LLANO LIMÓN,24,59
120316013,NUEVO AMANECER,31,137
120316014,NUEVO SAN CRISTÓBAL,37,86
120316015,PEDREGOSO O BORÓ,62,139
120316016,PIE DE CERRO BANCO (P),6,13
120316017,QUEBRADA FLECHA,19,67
120316018,SALITRE No.1,46,169
120316019,SAN CRISTÓBAL,45,214
120316020,SITIO PRADO (P),24,70
120316021,ALTO DE QUEBRADA IGUANA,9,14
120316022,CERRO JOBO,6,12
120316023,LLANO CLARA (P),18,57
120401001,ACHIOTE,11,51
120401003,CERRO IGLESIAS No.1  (P),90,321
120401006,CABECERA QUEBRADA GUABO,6,5
120401007,CALABAZAL,109,517
120401008,CERRO AGUACATE,37,134
120401012,CERRO CONCHA,135,604
120401013,CERRO IGLESIAS No.2 (P),231,1019
120401016,QUIRATE,83,330
120401020,GUARY,78,347
120401025,QUEBRADA GUABO (P),65,193
120401027,DUIMA,94,381
120401028,QUEBRADA PAVÓN,50,211
120401036,QUEBRADA GATO,27,105
120401037,OREMA (P),58,237
120401038,ALTO NUBE,38,168
120401039,BRIGUNY,120,492
120401040,PAVÓN,23,80
120401041,QUEBRADA CARACOL,60,282
120401042,HATO HORCÓN (P),19,71
120401043,HORCÓN ARRIBA,3,18
120401044,KÜBIMA,14,48
120401045,QUEBRADA ARENA,12,43
120401046,QUEBRADA LA PITA,27,116
120402001,ALGARROBO (P),3,16
120402004,BOCA DEL MONTE,183,573
120402005,BODOCO O BODOCA,4,1
120402008,CANOA,33,128
120402010,CARACOL,69,255
120402011,CERRO BALSO,17,92
120402012,LLANO PALMA O CHARCO PALMA,5,0
120402013,CERRO FLORES,48,182
120402015,CERRO TULA,74,234
120402016,MORONDO,55,172
120402017,CHICHICA,25,110
120402018,HATO CHAMÍ,340,1170
120402020,GUACÁ,85,312
120402021,LECHUZA,105,366
120402022,COGOYO,6,1
120402024,MAÍZ TOSTADO,11,14
120402025,MOCO,10,70
120402027,QUEBRADA HORMIGA O CABECERA DE HORMIGA,1,0
120402028,QUEBRADA MURCIÉLAGO,16,47
120402033,ALTO MEMBRILLO,4,20
120402034,MEMBRILLO,20,48
120402035,ALTO CRUZ,27,92
120402036,QUEBRADA SALITRE,17,56
120402037,BOCA CULANTRO,3,0
120402039,CERRO GAVILÁN,24,88
120402040,LLANO CAÑA,6,16
120402041,CERRO CULANTRO,8,31
120402046,BOCA DE HORMIGA,5,29
120402047,ENTRADA DE CERRO TULA,22,97
120402048,LLANO POZO,5,33
120402049,BAGLA,38,151
120402050,CAPACHO,5,12
120402051,CERRO PLATA O LAGUNA ABAJO,40,173
120402052,LAGUNA,31,135
120402053,QUEBRADA CANGREJO (P),12,25
120402054,CUGORI O QUEBRADA CAÑA,33,127
120402055,CERRO PALMA,15,36
120402056,SARDINA,2,0
120402057,PEDREGAL,10,32
120402058,CEBELE O LLANO DEZEBLE,23,105
120402059,CERRO FLORES No.2,42,169
120403001,ALGARROBO (P),45,223
120403002,ALTO ARRIERA,18,112
120403003,ALTO GENGIBRE,16,69
120403004,ARRIERA,10,69
120403006,BELLA VISTA,27,83
120403007,CABECERA DE RÍO SAN FÉLIX O MOIGUIDETE,20,69
120403008,CAMPAMENTO ESCOPETA,24,98
120403009,CAÑA BRAVA,22,132
120403011,JÄDABERI O CERRO BALSA,41,159
120403012,CUERNAVACA,41,141
120403014,HATO RINCÓN,68,233
120403015,HORCONCITO,6,25
120403016,JAGUA,10,64
120403017,LA LAGUNA,17,55
120403018,LLANO DE OLLA,6,13
120403019,RATÓN,132,466
120403020,LAS NUBES,8,15
120403021,CALABAZO,9,36
120403022,BUENA VISTA,39,212
120403023,CERRO COLORADO,9,39
120404001,RÍO SANTIAGO,43,191
120404002,CERRO MAQUENQUE,25,101
120404003,CERRO VACA,23,129
120404004,LAJERO ARRIBA,242,1105
120404005,QUEBRADA HONDA,50,248
120404008,SABANA CHIQUITA,21,102
120404009,SALADO ARRIBA,41,183
120404010,SARDINA O LAJERO ABAJO (P),131,518
120404014,EL GUAYABAL O GUAYABAL,27,145
120404015,QUEBRADA CANDELA,16,100
120404016,CERRO IGLESIAS No.2 (P),48,149
120404017,HATO HORCÓN (P),39,151
120404018,CERRO IGLESIAS No.1 (P),15,56
120404019,QUEBRADA HONDA ABAJO,35,168
120404020,OLÁ (P),99,362
120404022,POTRERO DE OLLA (P),4,20
120404024,RÍO SANTIAGO ARRIBA (P),7,31
120405001,ALTO MOLEJÓN,180,501
120405002,CABECERA DE QUEBRADA ARENAS,8,13
120405003,CABECERA DE QUEBRADA GUABO,74,249
120405004,CABECERA DE RÍO SANTIAGO,21,108
120405005,CERRO ARDILLA,6,23
120405006,JÄDABERI O CERRO BALSA,136,552
120405007,CERRO MESA,6,27
120405008,OMA,172,696
120405009,QUEBRADA GUABO (P),323,872
120405010,QUEBRADA SALADO O BOCA SALADO,23,66
120405012,SARDINA,35,127
120405013,TIBIDE O ALTO REY,41,129
120405014,CERRO NEGRO,9,19
120405015,SABANITAS (P),52,186
120405016,VALLE DE  LA LUNA,14,78
120501002,ALTO TOLICA (P),2,12
120501003,BAJO ESPIRAL,2,8
120501005,BUENOS AIRES,204,505
120501006,EL BUJO O EL BÚHO,11,45
120501007,CABUYA,58,245
120501010,EL CALABAZO,3,1
120501014,EL ROBLE (P),6,28
120501015,GEME (P),22,59
120501016,MACANA O QUEBRADA MACANO,1,13
120501023,TIERRA BLANCA,71,252
120501025,LA ESTERILLA O ESTRELLITA,2,2
120501027,QUEBRADA MANGO,2,7
120502001,AGUA DE SALUD (P),70,327
120502003,ALTO DE BATATA,73,257
120502008,BATATA,58,173
120502014,CORRAL DE VENADO,9,41
120502020,EL HATO ANTIGUO,20,104
120502026,GUAYABAL ARRIBA,34,116
120502027,GUAYABALITO,34,105
120502028,EL COPÉ,40,192
120502031,LOMA PERICO (P),1,4
120502034,PIEDRA FOGÓN,19,80
120502035,PIEDRA GRANDE,99,427
120502040,EL NARANJAL (P),47,120
120502052,GUAYABAL,33,138
120502063,GUACAMAYA (P),11,45
120502072,ALTO LIRÍ,13,40
120502076,EL CUCURUCHO,1,6
120502077,EL ROBLE (P),12,48
120502078,GALERITA,16,57
120502083,CABECERA DE VIRIGÜA (P),33,124
120503001,ALTO DE JESÚS,150,584
120503003,EL GUABO (P),4,9
120503004,EL MURCIÉLAGO (P),34,146
120503005,LOS GUABOS (P),29,87
120503006,MATA REDONDA,8,24
120503007,QUEBRADA DE JESÚS (P),23,44
120503008,LLANO BONITO NO.2 (P),4,24
120503010,LAS MESITAS (P),1,2
120504001,ALTO DE LA LAGUNA,56,160
120504002,ALTO DE LAS MESITAS (P),12,22
120504003,ALTO DE LAS HUACAS,43,144
120504004,BAJADA DE LA CRUZ (P),3,6
120504005,BAJO DE LA MESITA,105,542
120504008,CAÑAZAL (P),39,126
120504009,CERRO ARMADO,74,277
120504011,CERRO PELADO O JUGRIG,249,853
120504012,CERRO PUERCO O EL MANGO,85,269
120504013,EL CEDRO,55,149
120504014,EL JOBO (P),13,48
120504016,EL NARANJO No.1 (P),34,101
120504017,EL PAVÓN (P),1,0
120504018,EL PORVENIR,47,172
120504019,EL ZANCUDO (P),3,11
120504021,LA TRINIDAD  (P),76,235
120504023,EL LIRI,1,0
120504025,OJO DE AGUA (P),31,105
120504026,PALMILLA (P),5,22
120504027,PENIEL O CABRILLA,12,34
120504030,LA MALAGOTA (P),2,2
120505001,ALTO DEL CULANTRO,9,26
120505002,ALTO EL BALE,19,41
120505003,ALTO EL MUDO (P),7,9
120505004,BELLA VISTA,16,46
120505005,CALABRA (P),5,26
120505007,CERRO TREMA (P),25,84
120505008,EL BAJO (P),6,7
120505009,EL BALE,123,353
120505011,EL HIGUITO (P),6,26
120505012,EL PERÚ O COCUY,18,76
120505013,LA MATA (P),15,47
120505014,LA MISERICORDIA (P),11,25
120505015,LAS MESITAS No.1 (P),15,48
120505016,LOMA DEL NARANJO O LOS GUARUMOS (P),7,16
120505017,LOS LÁZAROS,13,44
120505018,PUEBLO NUEVO,35,100
120505019,EL CORTEZO (P),7,19
120505020,EL FLOR (P),1,1
120505021,EL CONEJO (P),14,15
120506001,EL HATILLO (P),4,5
120506002,EL PAPAYAL,62,195
120506003,LA COLORADA,2,12
120506004,LA EULALIA,33,97
120506006,LAS MESILLAS (P),2,14
120506007,LOS GUARUMOS (P),110,250
120506009,LLANO PARAL,18,44
120506010,PAREDÓN ABAJO (P),100,294
120506011,PAREDÓN ARRIBA,64,189
120506012,PEDREGAL (P),2,7
120506013,PIEDRA DE AGUA (P),9,41
120506014,CABECERA DE QUEBRADA LARGA,12,29
120506015,QUEBRADA LARGA (P),14,22
120506016,LOS VALLES (P),4,9
120507011,EL PIRO,168,662
120507034,ALTO DEL NARANJO (P),3,4
120507035,ALTO DEL PRADO (P),45,118
120507036,PIEDRA AMARILLA (P),10,18
120508001,AGUA DE SALUD (P),63,192
120508002,ALTO GALERA,74,382
120508003,ALTO MUALE,11,47
120508004,CAÑA BLANCA,23,80
120508006,GEME (P),1,0
120508007,GUAYABITO,121,613
120508008,LAS FILIPINAS,35,259
120508009,LLANO DE DIOS,10,38
120508010,QUEBRADA BATATA,8,19
120508011,QUEBRADA SÁBALO O QUEBRADA BARBÚ,2,14
120508012,SABANETA,30,96
120508013,TABACAL O AGUAS CLARAS,9,44
120508014,TEBUJO,9,40
120508015,VIROTAL,37,227
120508016,CERRO TAMBOR,4,12
120508017,PEDREGAL,18,83
120508018,CERRO CENIZA,5,30
120509001,ALTO CAÑA,10,60
120509002,BOCA DE OI,7,26
120509004,CABECERA DE SAN PABLO,44,213
120509005,CABECERA DE VIRIGÜA (P),2,19
120509006,EL MACANO,18,68
120509007,GUACAMAYA (P),25,78
120509008,GÜIBALE,51,164
120509009,LA CUCHILLA,3,0
120509011,LLANO BONITO (P),45,163
120509012,PEDREGOSO (P),17,71
120509013,PIRAGUA,20,67
120509015,QUEBRADA HONDA,2,10
120509016,QUEBRADA LIMÓN O LA CHUERELA (P),4,18
120509017,VIRIGÜA ARRIBA O RÍO VIRIGÜA,22,98
120509018,VIRIGÜA CENTRO,103,330
120509019,ALTO GÜIBALE,8,27
120509020,CERRO ARRAIJÁN,4,13
120509022,PEÑA BLANCA,12,59
120510001,ALTO DE PALO VERDE (P),1,0
120510002,ALTO DEL CIRUELITO,3,0
120510003,BAJO PALO VERDE (P),3,11
120510004,CERRO CASA,3,9
120510005,CORRAL DE PIEDRA,31,88
120510006,EL BARRERO O GUAYABAL No.1 (P),1,2
120510007,EL JACINTO,47,144
120510008,EL PEÑÓN,94,349
120510009,EL ROSARIO (P),1,5
120510010,EL TIGRE ABAJO,39,128
120510011,EL TIGRE ARRIBA,59,151
120510012,EL TIGRE  CENTRO,30,21
120510013,GUACAMAYA (P),21,64
120510014,LA PEDREGOSA,8,6
120510015,LA VIGÍA (P),4,7
120510016,LLANO GUABAL,18,51
120510017,LOMA LARGA,15,42
120510018,LOS BERNARDINOS,9,44
120510019,MONTE SILENCIO (P),11,29
120510020,PALO VERDE,38,139
120510021,PEÑÓN ABAJO,9,22
120510022,PEÑÓN NORTE,36,128
120510023,QUEBRADA EL COCO,10,31
120510024,QUEBRADA HONDA,26,34
120510025,QUEBRADA LAGUNA,8,11
120510026,QUEBRADA MOJARRA O MOJARRA,40,137
120510027,SAN ANTONIO ABAJO,44,136
120510028,SAN ANTONIO ARRIBA,15,47
120510030,VIRIGÜA No.2,15,23
120510031,EL BARRERO,10,8
120510032,EL CEREZO (P),1,4
120510033,EL NARANJAL (P),2,0
120510034,EL ROBLE (P),1,13
120510035,LOMA PERICO (P),3,3
120510036,TAGUERA,10,14
120511001,AGUA SALUD,1,4
120511002,ALTO TOLICA (P),12,68
120511004,EL CHUMICO (P),79,324
120511005,EL GARRIL,4,20
120511006,EL PIRO,48,193
120511007,EL ROBLE (P),9,49
120511008,PASO VENAO,9,38
120511009,QUEBRADA BOLANGO,6,24
120511010,QUEBRADA GRANDE,3,21
120511011,QUEBRADA JAGUA,33,164
120511012,QUEBRADA MOJARRA,9,50
120511013,QUEBRADA MONO,5,12
120511014,QUEBRADA SATRA,15,122
120511015,SITIO VIEJO,17,109
120511016,TOLICA,14,80
120601001,BECATIVÍ (P),8,51
120601003,BISIRA,438,1707
120601005,BOCA DE QUENANI,9,45
120601006,BOCA DEL RÍO CRICAMOLA,27,111
120601007,CATAVELA,47,156
120601008,CITATE,9,43
120601009,JURARI,14,50
120601010,EL CANAL,13,65
120601012,ISLA DE MACHAPIN O GATO SOLO,3,15
120601013,JONONI (P),3,13
120601014,LA ISLA,1,0
120601015,ÑO TOLENTE,15,62
120601016,ÑURI O LLUVIA,22,106
120601019,POMAN CREEK,20,91
120601020,ÑO TOLENTE No.2,32,128
120601022,PUERTO No.2,19,92
120601023,PUNTA CUACO,17,36
120601024,PUNTA ESTRELLA,10,47
120601025,QUERAMI,8,28
120601026,RÍO TOBORI,52,206
120601027,RÍO TORI O TORO,40,119
120601029,SIBIN (P),4,30
120601030,EL CANAL No.2,3,16
120601031,MANANTÍ CENTRO (P),6,53
120601032,RÍO COY (P),8,13
120601033,DRIGARI,13,28
120601034,SOLARIS,11,80
120601035,QUEBRADA MANGLAR TIGRE,10,18
120604001,BOSALITUVITE,7,27
120604002,BUIGOTE,7,65
120604004,CLEATE,8,17
120604007,QUEBRADA TIGRE,37,143
120604008,CREMANTUVITE,24,133
120604010,CURATE,6,24
120604011,CORONTE,38,198
120604013,GURONIQUIDETE,37,178
120604016,QUEBRADA PAVO O IRIBIGOTE,4,12
120604021,MODOTE,4,11
120604022,COMUNIDAD CARACOL,16,117
120604023,MUNUNI,56,312
120604024,MUTARI O MUTARIGOTE,65,311
120604026,OLABOTA,16,78
120604029,QUEBRADA FRIJOLES,30,90
120604030,QUEBRADA SÁBALO,10,13
120604033,QUEBRADA GUANÁBANA O SORONI,28,77
120604034,TIBITE,26,129
120604035,TOBLATE,4,29
120604037,TRENENTE,19,63
120604038,TUBONTE,25,82
120604067,IDREBAY,10,3
120604068,COINGOTE O RÍO BUENO,63,237
120604072,BOCA DE CARACOL,4,7
120604075,ORORIGOTE (P),5,16
120604076,ANGUATARI,2,1
120604077,BUTUVITI,4,8
120604078,CAGOEN,6,42
120604079,CARACOL (P),27,53
120604080,CERRO CABALLO O NODORIGOTE,5,35
120604081,CERRO FRIJOLES,8,26
120604082,CERRO MEMBRILLO,3,7
120604083,CERRO PALOMA O UTIBITE,4,26
120604084,COMUNIDAD DE KUTE O QUITE,28,75
120604085,PUNTA PIÑA,31,136
120604086,GUAYACÁN O KIRERIGOTE (P),40,183
120604087,JOBOTO,3,0
120604088,JOROMUNDI,10,50
120604089,MEMBRILLO,3,7
120604090,MIGUIOVITI,3,0
120604091,MITRARI,2,0
120604092,MUBUTO,2,5
120604093,NURIBOTA,4,27
120604094,TULA O BURUTE,2,21
120604096,MUNUNI NO.2 O MUNUNIGOTO (P),3,8
120604097,BRURATE,8,25
120604098,BUENOS AIRES O MURIEBITI,11,25
120604099,DESEMBOCADURA DE CANOA,6,58
120604100,ÑUBOY,45,162
120604101,ONANTE,2,9
120604102,TUBONIQUICETE,24,115
120604103,URINTE,8,79
120604104,BUEVITI,9,38
120604105,GAVILÁN,2,0
120604106,TRUITE,5,16
120605002,BECATIVI (P),26,102
120605007,KANKINTÚ,429,1678
120605014,CUMINGOTE,3,21
120605018,GOBRANTE,16,57
120605020,GUATIVI,11,56
120605023,QUEBRADA MORODONI,11,59
120605024,NUGLITE,1,10
120605025,NOMONOI,13,54
120605026,NUTIVI,112,459
120605029,ODOBATE (P),87,252
120605042,RÍO VIENTO ARRIBA,71,192
120605044,SIBIN (P),4,31
120605045,SIRAIN,17,87
120605054,ORORIGOTE (P),3,8
120605061,DUBUTE,17,87
120605076,POMAN QUARE,43,161
120605081,BUROTE,7,12
120605084,CASA BLANCA,1,5
120605087,GUAYABITO,169,700
120605088,LOMA PALMA,2,0
120605096,BUENOS AIRES,1,7
120605097,COCOITUBIDE,8,18
120605098,CHIVOTE (P),7,14
120605099,NUTIVI OCCIDENTE,54,295
120605100,OCUGONTE (P),3,0
120605102,PARAÍSO,19,105
120605103,SIRAÍN ABAJO,28,101
120605105,CORARI,1,0
120605106,TULURICUDETE,3,0
120605107,LOMA PALMA ARRIBA,5,25
120605108,MORODONI,39,174
120605109,SIBIN ABAJO,9,67
120605110,TABOIN,11,42
120606008,MAYO,37,174
120606009,CERRO PUERCO O ALTO COMEN,27,56
120606087,MUNUNI No.3,19,62
120606116,MIRONES O QUEBRADA MIRONES,34,105
120606122,TRINCHERA,67,197
120606130,GAVILÁN,46,92
120606133,CERRO LORO U ORETE,27,103
120606135,PEDREGAL,40,142
120606148,MALOBIDI O MALUBDI,7,0
120606155,OREBIDI U OREBITI,1,0
120606165,SINETI,47,194
120606166,ALTO CRUZ,7,25
120606167,ALTO LORO U OREDUBITI,2,6
120606168,BOLOTUBITI,3,25
120606169,CABALLERO NUTO,39,118
120606170,CERRO BALSA,38,135
120606171,DIVOTE (P),24,97
120606172,MARARI,2,0
120606174,TIBRA,26,11
120606175,VALLE COMÚN,25,96
120607006,QUEBRADA CAMARÓN O DRUGADABIDI,28,202
120607009,CREMANTE O NIRIONTE,36,178
120607011,CUBATE,2,0
120607013,ISAINTE,6,39
120607028,PIEDRA ROJA O TATAINE,69,146
120607032,SIROTE,15,80
120607050,OJO DE AGUA,13,72
120607071,CERRO CENIZA,11,31
120607077,BOLONTE,3,17
120607080,BULITE,5,16
120607089,CEMENTERIO O RUGABIDO,4,13
120607092,CERRO BLANCO,5,15
120607098,CERRO ESCOPETA,2,9
120607110,HACHA,4,37
120607115,LOMA BALLENA O TROTUBITI,2,8
120607117,LOMA CEREBRO,6,48
120607120,LOMA MONO,1,6
120607122,MADOTE,5,15
120607124,MEDINGUMBOTA,9,83
120607127,MURUTE,4,37
120607130,NIVITONTE,3,20
120607131,NOMONONTE,1,0
120607132,OREGOTE,2,0
120607133,OREJA DE PIEDRA,2,13
120607145,QUEBRADA BOLLO O SATE,4,13
120607153,QUEBRADA MANTA,1,7
120607154,QUEBRADA MARIPOSA O MALANTE,3,21
120607158,QUEBRADA VISTA O MIGARIDETE,13,63
120607160,REMEDIO,2,11
120607164,RURIGOTE O RÍO GUERRA,2,9
120607165,SULOBOTI O SULOBITI,4,0
120607168,TRORIGOTE,2,5
120607172,BAJO NORO,3,7
120607173,BRINIBOTO,2,4
120607174,BRINIQUIDETE,4,18
120607176,CABECERA DE QUEBRADA ARENA,1,8
120607177,CERRO CAPACHO O TOGRATE,6,41
120607178,CERRO CUBA O CUBATE,1,14
120607179,CERRO HOMO O NGÄBÄTUBITI,2,16
